ID,Title,Poster,Description,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Audio Description,English Subtitles,Spanish Subtitles
115,Hoodman,https://m.media-amazon.com/images/M/MV5BM2VhYWFlYmEtMDNjMy00N2Y5LWFiZjAtOGZmNGI2ODExYjQ4XkEyXkFqcGdeQXVyNTIyNzAzMTM@._V1_.jpg,"As a troubled young woman looks for her missing child, an urban legend haunts the small town she resides in. A relentless detective pieces together evidence that leads them both to a suspected killer.",2021,,54/100,0,0,1,0,0,0,1,0
116,Hostage House,https://occ-0-3415-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXEV816Xh6jjphNpZM2sZB11HQqWkEJeDOHwvwcmfTh4g_EmXB3W4n75v5CK4qklfjW5lGf9Hr2FyA9zJ3vQg95QaiUK.jpg?r=d16,"A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival.",2021,13+,45/100,1,0,0,0,0,0,1,0
117,Hot Money,https://m.media-amazon.com/images/M/MV5BZDQxOTNhNjEtNTI3YS00MDRiLTg2ZmItMmRlMjQwMDcyZGI2XkEyXkFqcGdeQXVyMjM3NDA1NDA@._V1_.jpg,"With wit, satire, and historical context, Former NATO Supreme Allied Commander, General Wesley Clark and his son Wes Clark Jr. take us on a journey through the financial circulatory system connecting farmers, homeowners, bankers, academics, and business professionals in a tale that explains the knot of economic forces that can lead to collapse and how to untie it.",2021,,44/100,0,0,1,0,0,0,1,0
118,How I Became a Superhero,https://occ-0-3419-3418.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSrHliS9Qp418hs0d04VWyeTDJU3z4fD0kW4we5uC1jbF2g0Pc8iu50ZIHkP4x3IynxyJ0-UQpKQ2JkiccckOwhTmf_d6e_UbgiFsQEqT1MKJafMeGT1aQFFMWVNgA.jpg?r=00b,"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.",2021,18+,62/100,1,0,0,0,0,1,1,1
119,I Am All Girls,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc0Ds2cCJg-Vu3GjSH3TGY8BomXpzvZ8y7805KPnLq3Kqrfo8J4GImJfgrZH8TvsHvnykUWT7bxhd1rZy5CxRIUMYon-ik5OTgQWg8vkhhgMo7gnaCafh9zunu5k8w.jpg?r=3c2,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.,2021,18+,63/100,1,0,0,0,0,1,1,1
120,I Care a Lot,https://occ-0-3563-2706.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbWTn3v-Db-ncx-39j89wpUMPbkMx_tnZEHYLXSUYLe4skvD_gtJtQHiwlU74RTU58XqmfuubigRJ83Ho_Pb4ituYXuIPN8_o2z4141rJqeT41iq4aNuC_79C2ViXw.jpg?r=38d,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,2021,18+,74/100,1,0,0,0,0,1,1,0
121,In Our Mothers' Gardens,https://m.media-amazon.com/images/M/MV5BZjk5NDZlNGMtNTM1NS00NzE4LWEzM2ItMmJmNTU4MWM3NDgzXkEyXkFqcGdeQXVyMTA2MTk0Nzgz._V1_.jpg,Filmmaker Shantrelle P. Lewis examines the complex and often humorous relationship between Black mothers and daughters throughout American history.,2021,,54/100,1,0,0,0,0,0,1,0
122,Introspectum Motel,https://m.media-amazon.com/images/M/MV5BMGY2NzEwYjEtMWU5MC00YThhLWE0NmQtZDZiMDhlYTFlMTkxXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_FMjpg_UX1000_.jpg,"Two strangers head down a dark and twisted path as they uncover their hidden connection; together, they are forced to confront their choices, their shared history, and ultimately their humanity.",2021,,50/100,0,0,1,0,0,0,1,0
123,Irul,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRbRzIb7WfRyfQWn4h3-3JGITprHTADUUq-oRrS3Fr6sxfq18IW5WDl2LEyzl9XKeim8DniL0VvT-PTDTX2SN_v49cqv.jpg?r=0a0,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them.",2021,,54/100,1,0,0,0,0,0,1,1
124,Jagame Thandhiram,https://occ-0-4922-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ_Ycg9hwpGmwt0TCVYDKGAGpnA4XyoDl5vQLPJKhZ6R2Ek-e6ocBuaFwPFVba6XuSCsEfiyiAZiH5E6QJCa-A6hVUNRNy8_mkmwo9whuGjVIwn1VXGZef4WcKatuA.jpg?r=cb6,"When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow.",2021,18+,63/100,1,0,0,0,0,0,1,1
125,Jathi Ratnalu,https://m.media-amazon.com/images/M/MV5BNTY5ZTcwOTEtNGU0MS00NWFkLWExZDUtMTljY2Y2YWMxNGNlXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_FMjpg_UX1000_.jpg,"After being released from prison, three men start to plan their lives on the outside, searching for love and happiness.",2021,,61/100,0,0,1,0,0,0,1,0
126,Jolt,https://m.media-amazon.com/images/M/MV5BMTFmNTI1NGQtYTg1MS00MTg2LWI2NGMtNzdhMTk0OTk1MmZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_FMjpg_UX1000_.jpg,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,2021,18+,67/100,0,0,1,0,0,1,1,1
127,Journey to Royal: A WWII Rescue Mission,https://m.media-amazon.com/images/M/MV5BMDNlYTJjMDMtZTVkYy00OGNjLWFlMjMtZmUyMGQ2ZDg5MzdiXkEyXkFqcGdeQXVyMDY1MDQ2NQ@@._V1_FMjpg_UX1000_.jpg,"WWII hero with the 4th Emergency Rescue Squadron, Lt. Royal Stratton, leads a deadly mission to save the lives of nine downed airmen adrift in enemy waters of a war-torn South Pacific. Immersive cinematography and gripping action, mixed with firsthand accounts and historical images, showcase the valor of this squadron who faced overwhelming odds to bring their brothers home.",2021,,47/100,0,0,1,0,0,0,1,0
128,June & Kopi,https://occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVXdYwuhu__ZU3TjeaOQ_7wXaucq3_Qlvvehx-5U-wb8edzYAhKb5ukBerH9YmvSCM_vWDAetAIUZkBB-TI9TyjJ7U6EVvLk0Nxbbag1u2wAjCP2aWmXB7lNA-gneA.jpg?r=636,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",2021,,46/100,1,0,0,0,0,0,1,1
129,Just in Time,https://occ-0-3607-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdLmw1nE-VrgB5tSJE88enY-kj_BUJ9eLIbpx-bTWSpza1x3-bUjx_ztjIjQEKdFLsljSgFZFvTL0Rvy-xnq6NMYvoXC.jpg?r=55e,A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter.,2021,7+,42/100,1,0,0,0,0,0,1,0
130,Just Say Yes,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYC32OApLqffgsV-3sDZnoceEtLtCYohXGN6dLtmA4Zhcrmh1NAhkkJ5xk_6nKYPNm83SsRFmpLA53Ewu_AKIen8ZTtoluqvBbbwMHzg4INtGgx26coftLQepuhmnw.jpg?r=325,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.,2021,16+,52/100,1,0,0,0,0,0,1,1
131,Kambili: The Whole 30 Yards,https://occ-0-3607-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbRDUzsPvmm9UXTWbEhMXvCFqVk6q1ArzxqgYQory-nGiuhULty4JK2-ePywR4lUcpW-a0sjxdAvfLBLBFN4Erz9vWfs.jpg?r=ab3,"Determined to marry before she turns 30, a woman tries to change her impulsive ways and do whatever it takes to win back the boyfriend who left her.",2021,13+,46/100,1,0,0,0,0,0,1,1
132,kid 90,https://m.media-amazon.com/images/M/MV5BNmI3OWU0NWItY2NjZS00ODViLWI2MWQtMzM2OTE1NThjZGQwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg,"Hollywood stars who grew up in the 1990s take a walk down memory lane with photos, diary entries, and hours of footage recorded by a teenaged Soleil Moon Frye.",2021,13+,62/100,0,1,0,0,0,1,1,1
133,Kilroy,https://m.media-amazon.com/images/M/MV5BOGVkMzNiMmUtYWNlMi00OTY5LWE1ODctOWRkNTM0YzFjMzkxXkEyXkFqcGdeQXVyNzIyMTEyOTI@._V1_.jpg,"One of the most powerful mob bosses in California history spends over 40 years in prison, but eventually finds redemption.",2021,,43/100,0,0,1,0,0,0,1,0
134,Kingdom: Ashin of the North,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbp1UZ140cwfjPX3vx084xXfNBb0oxVc70pT5c-1EFRA5Bf6a4fZj-KZtKprVdRPxFSFvmClZ09uw7Hq7rrW1C2Sl_pcjF3Yt771PDtQy4qsC_Ehn9Vdu-o20nApNg.jpg?r=c72,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",2021,18+,67/100,1,0,0,0,0,0,1,1
135,Last Summer,https://occ-0-3419-3418.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ30YA5ZzkLRV7wBgSVpL1gGXgqfk76zImVgcC375OggAhTi0d1GpMB3cqMFzyFZfhU6V7BNM-9Pft6wqCGUlQ_COmNyIOqO9OdsrUm5tPMWxr0kidT7cGXjBgn52Q.jpg?r=184,"During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",2021,18+,58/100,1,0,0,0,0,0,1,1
136,Layla Majnun,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQfWIwvwxawLVFBy9exTjAw_eoZL-90apeM6diYyeLuKVsWTrfD1vpv5oTdGsEa3GediN8kXwUktx9mx-Oiod7y3mk6buFNsJ9amnnurXUo0lZwgKaU7-HmN2XL81Q.jpg?r=23b,"While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work — but her arranged marriage stands in the way.",2021,16+,49/100,1,0,0,0,0,0,1,0
137,Lazarus,https://m.media-amazon.com/images/M/MV5BMDg4ZDUyZmMtNTFmNi00ZDYxLTg3NzItZDg1NjEwMWI1ZTM5XkEyXkFqcGdeQXVyMjk3MDEyOTM@._V1_.jpg,"Brought back from the dead, a vigilante uses his newfound superpowers to battle an evil organization.",2021,,46/100,0,0,1,0,0,0,1,0
138,Lee Su-geun: The Sense Coach,https://occ-0-3419-3418.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ-MZ-K-SH4aZCOFcdp3fjbZI7wafQCeQaS42QCv8cC01j348Ztf-Jvk4gXZV4h5lyrl7RKIwsamknX-9ZAbk3Oa1NgqVkRC_PU5gPlyO1giPA9195T-SWPMnqZ3rg.jpg?r=509,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",2021,,44/100,1,0,0,0,0,0,1,1
139,Let's Be Tigers,https://img.reelgood.com/content/movie/6a5b1529-40e8-4bf4-8d89-3d055e46e27d/poster-780.jpg,"Avalon's not ready to process the loss of her mother, but when she's put in charge of a 4-year-old for one night, she finds more comfort than she ever could have expected.",2021,7+,51/100,0,0,0,1,0,1,1,1
140,Little Fish,https://m.media-amazon.com/images/M/MV5BMTY1N2ZhMzktMThjZi00OWNhLWJhZjctMzEzNjQyOWIwZjBjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,A couple fight to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,2021,16+,63/100,0,1,0,0,0,0,1,0
141,Love or Money,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa8acB7sZCy8QR35Qrt42isjhNF6HML27ys3jRJ4SJH7rVUc9xMWzO8qnhoAXf6INphPtDjlnTQIu2qLRmI0Mbv1ZNdx.jpg?r=2e6,"When persistent Leon sweeps her off her feet, ambitious Angel must choose between true love and her dreams of a luxurious life.",2021,13+,49/100,1,0,0,0,0,0,1,0
142,Love You Right: An R&B Musical,https://m.media-amazon.com/images/M/MV5BNmI5NjI4NjYtMDMzMS00MzU1LWE3OTEtMTBmOTU2N2YyNTMwXkEyXkFqcGdeQXVyNjkzNjQyMzc@._V1_FMjpg_UX1000_.jpg,A rhythm and blues superstar tries to put his life back together after losing everything.,2021,,35/100,0,0,1,0,0,0,1,0
143,Loyiso Gola: Unlearning,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaJIxnVkcrn31Ltzt4LT4qnUAMVDJ3u-L8rC732jVtmXG8oO6PXF8hruR2YhRNg1CcJjZfc6-yEjmYyHpsORidoy-HaRmTVbZT_WrqMczjzjunREjRDIKe3ucFz32g.jpg?r=5ca,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!",2021,16+,43/100,1,0,0,0,0,1,1,1
144,Luca,https://m.media-amazon.com/images/M/MV5BZTQyNTU0MDktYTFkYi00ZjNhLWE2ODctMzBkM2U1ZTk3YTMzXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_.jpg,"Set in a beautiful seaside town on the Italian Riviera, the original animated feature is a coming-of-age story about one young boy experiencing an unforgettable summer filled with gelato, pasta and endless scooter rides. Luca shares these adventures with his newfound best friend, but all the fun is threatened by a deeply held secret: he is a sea monster from another world just below the water's surface.",2021,7+,82/100,0,0,0,1,0,1,1,1
145,Luxor,https://m.media-amazon.com/images/M/MV5BNjFiNDFiNDQtM2Q2MS00NjMwLWFiZDAtZWQzM2JhNDY4YTY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"When British aid worker Hana returns to the ancient city of Luxor, she meets former lover Sultan. As she wanders, haunted by the familiar place, she struggles to reconcile the choices of the past with the uncertainty of the present.",2021,,55/100,0,0,1,0,0,0,1,0
146,Madam Chief Minister,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABayonufahDjkvdbGS779B2fj8Sfzd1pFjMf7xQfRisG8UT7bERJj0xKBeBltJwlVhV3kDUKQZl1QXx5Cl4aWvdZKA2_C.jpg?r=dbf,"Rising from disadvantage to become a state leader, a tenacious politician learns that with great power comes great responsibility, ruthlessness and risk.",2021,16+,45/100,1,0,0,0,0,0,1,1
147,Madame Claude,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeiZNmtZAWzr4f13RDFuYgtuXE4B5yY2x1JPsG1S2uYIPLoBMJTlUkDxJ5RWgOwaTTlwJb3S3Bt3we14mbZLkFiLdCd5tFlNwkWK9v3TCwEHhwjbiZW43uUdo3eTOA.jpg?r=2e8,"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything.",2021,18+,55/100,1,0,0,0,0,0,1,1
148,Maggie Simpson in The Force Awakens from Its Nap,https://m.media-amazon.com/images/M/MV5BMGI3ZmY1NzMtMTc4NC00YzBjLWE2ZDktY2I2ZGM3Y2JkNzJkXkEyXkFqcGdeQXVyODQ4MjU1MDk@._V1_.jpg,"In a day care far, far away, Maggie is on an epic quest to retrieve her stolen pacifier. Her adventure brings her face to face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side.",2021,18+,61/100,0,0,0,1,0,1,1,0
149,Magic Max,https://m.media-amazon.com/images/M/MV5BNGE5NjUwOGItZTg3MS00ZWIxLThkMzQtZDE0ZTE5Mjg5NTRiXkEyXkFqcGdeQXVyODA4MzQ0OTE@._V1_.jpg,A second-rate magician takes in his young nephew after the tragic death of his parents.,2021,13+,37/100,0,0,1,0,0,0,0,0
150,Major Grom: Plague Doctor,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWsis5A-tdbh_Ae1nl58cy-UsLpC1MP8CAF47PkFYFTif8bLlNAynceFt2__TTpsz8i2mJazf9mlao8QBRJvYyl6i32m.jpg?r=c5f,"When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",2021,12+,67/100,1,0,0,0,0,0,1,1
151,Malcolm & Marie,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUWql3ZxEjznrobhF-6eHeEjYnjc87cu28iI1bod4ire7DMzc4mOis1mtophp8YxMtD4oHeuZbvGVRfU8tEGFAVd4LZL91j-B5fo0f1ODhiF7xKK91ZNWJxA7HNphg.jpg?r=e4a,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2021,18+,63/100,1,0,0,0,0,1,1,1
152,Mandela,https://occ-0-2603-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQJaWWXSS22x3TaKlcxPk3iRItDCFW5AhUnQpioN1g6JdizGRmYzHstNHyGlsFPdwen22W9fYvgP67XvBEcj2B1JTjxw.jpg?r=031,"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote.",2021,16+,61/100,1,0,0,0,0,0,1,0
153,Marvel's Behind the Mask,https://m.media-amazon.com/images/M/MV5BMDJiZWQzNzgtMTE3Yi00ZWU3LWFhZTUtMWI4NTA4OWNhOGM2XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,"Since the early 1960s, Marvel's writers and artists create iconic superheroes and villains with secret identities and use the notion of identities to examine the evolving concept of equal rights.",2021,13+,53/100,0,0,0,1,0,1,1,1
154,Mary J. Blige's My Life,https://youknowigotsoul.com/wp-content/uploads/2021/06/Mary-J-Blige-My-Life-Documentary.jpg,"Mary J Blige reveals the inspiration behind her most influential work, `My Life'. She celebrates the 25th anniversary of the album by performing it live.",2021,18+,57/100,0,0,1,0,0,1,1,1
155,Mimi,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYirQbK0_r08JPZi_hZHF0SKheXal2xi9Tt4qcxWK2utKJZTHW6sgg04VznAqDn89QAKb0jU0dzTNBELf9yeJ5yM3fyi.jpg?r=206,"An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns.",2021,13+,64/100,1,0,0,0,0,0,1,1
156,Miraculous World: Shanghai â€“ The Legend of Ladydragon,https://static.wikia.nocookie.net/lady-bug/images/b/bd/Miraculous_Shanghai_Promotional_Poster_by_Olchus.png/revision/latest?cb=20210316210128,"During school break, Marinette decides to travel to Shanghai to meet Adrien and discover her own origins.",2021,7+,62/100,0,0,0,1,0,0,1,0
157,MLK/FBI,https://m.media-amazon.com/images/M/MV5BMmVkN2EzNzMtMGMxNS00YzliLWE1NDItM2U3NTA3MDVkMGNjXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_.jpg,"Based on newly declassified files, Sam Pollard's resonant film explores the US government's surveillance and harassment of Martin Luther King, Jr.",2021,7+,62/100,0,1,0,0,0,0,1,0
158,Mobile Suit Gundam: Hathaway,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUfZb1kZYxqojHDY6xHtuHwQIhbiyMHERGLvGEtb3XV3U0fIPzNlQmQs7dTX-fruS-iRCfC9IRFg8DU0NZGZhvsAyvTEPSwZNcKv2ZVauHMRfCpF7l2CxQ4JXRmBHQ.jpg?r=3a3,"After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",2021,16+,57/100,1,0,0,0,0,0,1,1
159,Mommy Issues,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABShZIZhsvL7veJnj784Z65erFtkIjhMzOQunmL2b-fL7YLYdKFzxM_SIodgnuomIlD5G6rB1R-WaBWYWCIudq_1QnKpK.jpg?r=c5a,Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,2021,13+,43/100,1,0,0,0,0,0,1,0
160,Monster,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf-yrbQW6z8fJ1qyVQI0h8p0xLgz8e1ETkVd5MFvkyblHHa9kAUwQB6v2nZdL5dleQxmXl_jacRYoxTLC7bAUcJzzrGqulHYFakk9iioPon_HHqqa1f3nZAjXdWSlw.jpg?r=883,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,2021,18+,61/100,1,0,1,0,0,1,1,1
161,Moxie,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSFe3Jn-x83pEovxQdjobAfdcCqcDDzxCMNe0aJ4q6FXjHghHjoD0g63uHuOnFBYumoeO2-jgzCcEK7afZTf-ca7B_zDdpbXIo4AsLAtKWcnjgkE_-43Em5fZ1EiIg.jpg?r=260,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",2021,13+,67/100,1,0,0,0,0,1,1,1
162,Mummy Dearest,https://m.media-amazon.com/images/M/MV5BZWFkN2M4MDMtMTA3ZS00NThiLWI4MzEtZjU2MjVhN2E2OWUxXkEyXkFqcGdeQXVyMTU5OTY2OTg@._V1_.jpg,A woman in a wheelchair begins a slow descent into madness after moving into her daughter's haunted home.,2021,,34/100,0,0,1,0,0,0,1,0
163,Murder by the Coast,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSrlD9fNAmmKo5EAIBahiS9Ob4iv1biG1PPvDJX9plS-e9eVMmvUWfJHyND1GkXy52x9kiyesWtrKNsF49VFeJmjNQsrt06OXx5yoMzXGLnaY4xmUD6qg0zcmc9_JA.jpg?r=a7d,"In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",2021,18+,60/100,1,0,0,0,0,1,1,0
164,My Amanda,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYYf1ZunodPvNE5ui8_huUp6v5XHxO82CRQUTInmx9okYcVEK2oMwovXGeAEbT-UlJbTNeAzXnCE_LyVGR7j8GE7wjfA1Hj226LqUxcBpJOHRg24QxSq1ewPYQPrLw.jpg?r=c79,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",2021,6+,54/100,1,0,0,0,0,0,1,1
165,My Beautiful Bride,https://m.media-amazon.com/images/M/MV5BMGQ4ZWEwOTctNjY4NS00ODk2LWI1NjgtMTc3NDlkYTI2ZDcyXkEyXkFqcGdeQXVyMjE5NjA5Mjk@._V1_FMjpg_UX1000_.jpg,"A man tries to solve the mystery of his girlfriend's disappearance in this dreamlike, erotic tale of love, betrayal, and obsession inspired by the Brothers Grimm fairy tale ""Hansel and Gretel"".",2021,,45/100,0,0,1,0,0,0,1,0
166,My Brother's Keeper,https://m.media-amazon.com/images/M/MV5BN2VmODAwYjYtNGVjMy00NTVmLTk2N2QtN2FmNTc2NGQ4NTdkXkEyXkFqcGdeQXVyMjQ4NTQ5OTY@._V1_FMjpg_UX1000_.jpg,Two brothers have a close-encounter with an escaped convict while camping.,2021,13+,46/100,0,0,1,0,0,1,1,0
167,My Heart Can't Beat Unless You Tell It To,https://m.media-amazon.com/images/M/MV5BYzA1N2QyNmEtMDQwNi00YWY4LThiOWEtOTdmNGMzNmM2MzM2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg,Two mysterious siblings find themselves at odds over care for their frail and sickly younger brother.,2021,,59/100,0,0,1,0,0,0,1,0
168,My Music Story: Yoshiki,https://m.media-amazon.com/images/M/MV5BZGQyYTYzZDYtNWJjYi00MTk1LWI4NjEtMzQ4ZmUyODEyZDljXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,Japenese musician Yoshiki from the documentary X Japan performs two Disney songs and opens up about his music.,2021,16+,33/100,0,0,0,1,0,0,1,0
169,Myriam Fares: The Journey,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfQGZiEw_gH3viqk6aeS5BKDx4W15Ltk9mrhMmemtUMyiE2WXk9F50LPyV6q9ImYt8HfKgZI5ENOCCa0CSldK988DXG8.jpg?r=7d1,"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown.",2021,13+,40/100,1,0,0,0,0,0,1,0
170,Nail Bomber: Manhunt,https://occ-0-4039-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUVSvi3K1fhDua2QftLRV8I0eBFZA5QHe9QgKmivcZVIdpVEpja2J9x8UX9e13tp98dujh_uPgJLrP672yn5uNyCa-csu_8ivH6HMnW-1VPmSWxkR7JVQI0eVgPyGg.jpg?r=6b7,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator.",2021,18+,60/100,1,0,0,0,0,1,1,1
171,Nate Bargatze: The Greatest Average American,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQnebD3MQ3tHZgXBqNv_XHuwvnP_YdiQ1KFMsIRt7MOK0Q1MA58z-jop9mXGGp0SfBxHe4wh32oGrFLGYl2urZaFnf2_wlB_Mou_5Py4IwcoX9sJiSqQZMIvxVo3_A.jpg?r=90c,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special.",2021,all,59/100,1,0,0,0,0,1,1,1
172,Nayattu,https://occ-0-75-1009.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdBfgo85A6-y2dPfD2DqABeeeuCqxfEvmEL-WN-GTWg9AMWN6ODwPDcBJiNjROEZakfZqZZ4QpSn_TOjr8k98CZtvvsL.jpg?r=1c5,Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.,2021,18+,61/100,1,0,0,0,0,0,1,0
173,New Gods: Nezha Reborn,https://occ-0-2234-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSALCmEgLykiEhh5MuHA8e1BQrd_UirOCOmmhsxhqSsh7rVC2daqow36CGQUu1EatJJj_uUgBjqLmNfroXlMtUsVvCnxRmQr4VR3aRknunSd-L_QL6izJar9AdcUag.jpg?r=376,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",2021,13+,58/100,1,0,0,0,0,0,1,1
